,name,12_months,6_months,3_months,1_month,date
7555,Netrunner,171,134,144,148,2021-02-20 22:20:34.072578
7556,Oracle,139,156,160,138,2021-02-20 22:20:34.072578
7557,DragonFly,165,145,134,142,2021-02-20 22:20:34.072578
7558,MakuluLinux,165,134,111,121,2021-02-20 22:20:34.072578
7559,ROSA,142,136,150,135,2021-02-20 22:20:34.072578
7560,Clear,157,134,142,139,2021-02-20 22:20:34.072578
7561,Redo,118,150,95,94,2021-02-20 22:20:34.072578
7562,SmartOS,138,135,132,148,2021-02-20 22:20:34.072578
7563,Robolinux,151,95,85,52,2021-02-20 22:20:34.072578
7564,Sabayon,146,139,144,137,2021-02-20 22:20:34.072578
7565,Clonezilla,98,82,86,144,2021-02-20 22:20:34.072578
7566,SteamOS,145,138,144,141,2021-02-20 22:20:34.072578
7567,Volumio,144,135,144,105,2021-02-20 22:20:34.072578
7568,MidnightBSD,93,138,106,121,2021-02-20 22:20:34.072578
7569,EuroLinux,64,90,144,43,2021-02-20 22:20:34.072578
7570,Simplicity,141,76,47,38,2021-02-20 22:20:34.072578
7571,Parted Magic,90,136,125,115,2021-02-20 22:20:34.072578
7572,ArchLabs,138,124,100,79,2021-02-20 22:20:34.072578
7573,Kwort,60,92,138,54,2021-02-20 22:20:34.072578
7574,Obarun,129,90,82,48,2021-02-20 22:20:34.072578
7575,Guix System,86,93,137,56,2021-02-20 22:20:34.072578
7576,NuTyX,114,130,125,104,2021-02-20 22:20:34.072578
7577,UBports,107,121,101,47,2021-02-20 22:20:34.072578
7578,SystemRescue,111,104,83,58,2021-02-20 22:20:34.072578
7579,Snal,50,101,120,40,2021-02-20 22:20:34.072578
7580,PrimTux,54,79,73,128,2021-02-20 22:20:34.072578
7581,Slackel,91,80,119,52,2021-02-20 22:20:34.072578
7582,GoboLinux,106,59,40,43,2021-02-20 22:20:34.072578
7583,CloudReady,88,108,100,116,2021-02-20 22:20:34.072578
7584,Zenwalk,100,89,118,60,2021-02-20 22:20:34.072578
7585,Trident,102,63,45,46,2021-02-20 22:20:34.072578
7586,T2,54,74,117,38,2021-02-20 22:20:34.072578
7587,Arya,101,53,43,43,2021-02-20 22:20:34.072578
7588,Porteus,101,86,86,82,2021-02-20 22:20:34.072578
7589,pfSense,66,55,65,114,2021-02-20 22:20:34.072578
7590,Rescuezilla,76,97,103,45,2021-02-20 22:20:34.072578
7591,Debian Edu,75,80,86,105,2021-02-20 22:20:34.072578
7592,IPFire,96,92,72,56,2021-02-20 22:20:34.072578
7593,Anarchy,96,72,71,72,2021-02-20 22:20:34.072578
7594,Live Raizo,72,86,80,96,2021-02-20 22:20:34.072578
7595,Whonix,96,90,64,65,2021-02-20 22:20:34.072578
7596,Univention,78,83,100,30,2021-02-20 22:20:34.072578
7597,LibreELEC,92,54,45,43,2021-02-20 22:20:34.072578
7598,SliTaz,81,78,79,80,2021-02-20 22:20:34.072578
7599,Linspire,50,62,89,44,2021-02-20 22:20:34.072578
7600,BackBox,90,64,63,63,2021-02-20 22:20:34.072578
7601,LFS,78,85,54,53,2021-02-20 22:20:34.072578
7602,Zeroshell,47,61,89,62,2021-02-20 22:20:34.072578
7603,Slax,88,67,69,72,2021-02-20 22:20:34.072578
7604,Calculate,89,68,68,69,2021-02-20 22:20:34.072578
7605,OpenIndiana,83,83,49,48,2021-02-20 22:20:34.072578
7606,batocera,52,63,88,47,2021-02-20 22:20:34.072578
7607,GeeXboX,19,33,60,69,2021-02-20 22:20:34.072578
7608,Swift,58,83,34,36,2021-02-20 22:20:34.072578
7609,NethServer,46,57,87,32,2021-02-20 22:20:34.072578
7610,Parabola,66,63,64,68,2021-02-20 22:20:34.072578
7611,Funtoo,59,63,75,67,2021-02-20 22:20:34.072578
7612,BEE free,87,62,39,40,2021-02-20 22:20:34.072578
7613,SUSE,75,65,69,67,2021-02-20 22:20:34.072578
7614,RISC,59,82,41,42,2021-02-20 22:20:34.072578
7615,Lakka,84,52,54,54,2021-02-20 22:20:34.072578
7616,KolibriOS,63,60,63,65,2021-02-20 22:20:34.072578
7617,Neptune,79,49,50,49,2021-02-20 22:20:34.072578
7618,TrueNAS,55,56,63,60,2021-02-20 22:20:34.072578
7619,Runtu,71,75,43,44,2021-02-20 22:20:34.072578
7620,openmamba,42,54,81,35,2021-02-20 22:20:34.072578
7621,NetBSD,75,71,57,58,2021-02-20 22:20:34.072578
7622,OpenMediaVault,77,62,53,56,2021-02-20 22:20:34.072578
7623,APODIO,56,68,44,44,2021-02-20 22:20:34.072578
7624,CAELinux,68,68,42,42,2021-02-20 22:20:34.072578
7625,OSMC,59,65,74,33,2021-02-20 22:20:34.072578
7626,LinuxConsole,51,49,50,55,2021-02-20 22:20:34.072578
7627,SolydXK,75,53,49,49,2021-02-20 22:20:34.072578
7628,Scientific,43,47,51,55,2021-02-20 22:20:34.072578
7629,Proxmox,57,65,67,44,2021-02-20 22:20:34.072578
7630,Star,67,43,43,44,2021-02-20 22:20:34.072578
7631,tuxtrans,36,47,69,25,2021-02-20 22:20:34.072578
7632,Pardus,66,59,45,45,2021-02-20 22:20:34.072578
7633,Solaris,52,49,51,52,2021-02-20 22:20:34.072578
7634,3CX,49,49,49,51,2021-02-20 22:20:34.072578
7635,Hyperbola,51,48,48,50,2021-02-20 22:20:34.072578
7636,SuperGamer,62,40,40,40,2021-02-20 22:20:34.072578
7637,Pinguy,47,46,46,49,2021-02-20 22:20:34.072578
7638,FuguIta,51,62,49,46,2021-02-20 22:20:34.072578
7639,Exe,60,41,43,43,2021-02-20 22:20:34.072578
7640,EasyNAS,54,44,45,48,2021-02-20 22:20:34.072578
7641,Springdale,37,44,58,40,2021-02-20 22:20:34.072578
7642,Ufficio Zero,59,38,39,41,2021-02-20 22:20:34.072578
7643,ArchStrike,46,46,46,46,2021-02-20 22:20:34.072578
7644,RancherOS,40,44,54,41,2021-02-20 22:20:34.072578
7645,Wifislax,45,45,45,46,2021-02-20 22:20:34.072578
7646,Bedrock,43,43,42,45,2021-02-20 22:20:34.072578
7647,Porteus Kiosk,56,50,30,32,2021-02-20 22:20:34.072578
7648,OviOS,42,56,29,29,2021-02-20 22:20:34.072578
7649,ClonOS,40,41,42,45,2021-02-20 22:20:34.072578
7650,KANOTIX,52,42,42,43,2021-02-20 22:20:34.072578
7651,TENS,52,42,44,44,2021-02-20 22:20:34.072578
7652,Karoshi,51,52,41,30,2021-02-20 22:20:34.072578
7653,Endian,40,51,35,34,2021-02-20 22:20:34.072578
7654,BigLinux,41,41,42,43,2021-02-20 22:20:34.072578
7655,Untangle,45,50,32,32,2021-02-20 22:20:34.072578
7656,PakOS,11,22,45,33,2021-02-20 22:20:34.072578
7657,Fatdog64,40,40,40,43,2021-02-20 22:20:34.072578
7658,AcademiX,50,41,41,42,2021-02-20 22:20:34.072578
7659,HardenedBSD,39,41,44,43,2021-02-20 22:20:34.072578
7660,RebeccaBlackOS,50,34,34,36,2021-02-20 22:20:34.072578
7661,SME Server,31,30,34,43,2021-02-20 22:20:34.072578
7662,Grml,49,30,31,33,2021-02-20 22:20:34.072578
7663,blackPanther,43,43,42,43,2021-02-20 22:20:34.072578
7664,Rescatux,49,33,33,36,2021-02-20 22:20:34.072578
7665,Bicom,48,29,27,29,2021-02-20 22:20:34.072578
7666,Pearl,42,40,40,42,2021-02-20 22:20:34.072578
7667,BSDRP,46,34,35,36,2021-02-20 22:20:34.072578
7668,Berry,46,36,36,36,2021-02-20 22:20:34.072578
7669,VyOS,37,37,37,41,2021-02-20 22:20:34.072578
7670,Greenie,46,29,29,30,2021-02-20 22:20:34.072578
7671,CAINE,42,42,41,40,2021-02-20 22:20:34.072578
7672,TurnKey,46,28,28,28,2021-02-20 22:20:34.072578
7673,Daphile,36,37,38,40,2021-02-20 22:20:34.072578
7674,Dragora,38,36,37,40,2021-02-20 22:20:34.072578
7675,Lunar,41,41,41,40,2021-02-20 22:20:34.072578
7676,Pentoo,37,37,38,40,2021-02-20 22:20:34.072578
7677,Vine,37,37,38,39,2021-02-20 22:20:34.072578
7678,DietPi,42,37,38,37,2021-02-20 22:20:34.072578
7679,Exherbo,41,39,38,38,2021-02-20 22:20:34.072578
7680,KISS,42,37,37,38,2021-02-20 22:20:34.072578
7681,Namib,39,37,37,38,2021-02-20 22:20:34.072578
7682,Pisi,36,36,37,38,2021-02-20 22:20:34.072578
7683,BOSS,36,35,35,36,2021-02-20 22:20:34.072578
7684,Omarine,41,27,27,27,2021-02-20 22:20:34.072578
7685,Zevenet,41,27,28,29,2021-02-20 22:20:34.072578
7686,MLL,36,35,35,36,2021-02-20 22:20:34.072578
7687,Photon,32,33,34,36,2021-02-20 22:20:34.072578
7688,SuperX,37,37,36,36,2021-02-20 22:20:34.072578
7689,NST,40,30,30,28,2021-02-20 22:20:34.072578
7690,Plamo,40,31,31,32,2021-02-20 22:20:34.072578
7691,Secure-K,35,35,35,35,2021-02-20 22:20:34.072578
7692,Asianux,32,33,34,34,2021-02-20 22:20:34.072578
7693,LuninuX,38,34,33,33,2021-02-20 22:20:34.072578
7694,UBOS,34,34,35,33,2021-02-20 22:20:34.072578
7695,Plop,33,33,34,34,2021-02-20 22:20:34.072578
7696,Thinstation,31,31,33,34,2021-02-20 22:20:34.072578
7697,Freespire,33,32,32,33,2021-02-20 22:20:34.072578
7698,Sophos,32,32,33,33,2021-02-20 22:20:34.072578
7699,Source Mage,32,32,33,33,2021-02-20 22:20:34.072578
7700,Smoothwall,36,28,29,30,2021-02-20 22:20:34.072578
7701,BlueOnyx,31,31,32,32,2021-02-20 22:20:34.072578
7702,Recalbox,35,31,31,32,2021-02-20 22:20:34.072578
7703,LliureX,32,32,32,32,2021-02-20 22:20:34.072578
7704,ForLEx,30,30,31,32,2021-02-20 22:20:34.072578
7705,FreedomBox,30,30,31,32,2021-02-20 22:20:34.072578
7706,RDS,34,25,25,24,2021-02-20 22:20:34.072578
7707,Elastix,30,31,31,31,2021-02-20 22:20:34.072578
7708,Rocks Cluster,30,31,32,30,2021-02-20 22:20:34.072578
7709,Baltix,10,18,31,30,2021-02-20 22:20:34.072578
7710,Canaima,17,30,29,29,2021-02-20 22:20:34.072578
7711,HamoniKR,18,28,28,31,2021-02-20 22:20:34.072578
7712,Refracta,31,30,31,30,2021-02-20 22:20:34.072578
7713,Hanthana,28,29,29,30,2021-02-20 22:20:34.072578
7714,LinHES,29,29,29,30,2021-02-20 22:20:34.072578
7715,REMnux,30,27,27,26,2021-02-20 22:20:34.072578
7716,Super Grub2,30,29,29,30,2021-02-20 22:20:34.072578
7717,Uruk,28,28,28,30,2021-02-20 22:20:34.072578
7718,NexentaStor,28,28,28,29,2021-02-20 22:20:34.072578
7719,Securepoint,27,28,27,26,2021-02-20 22:20:34.072578
7720,YunoHost,27,28,29,29,2021-02-20 22:20:34.072578
7721,OLPC,28,27,28,27,2021-02-20 22:20:34.072578
7722,ToOpPy,28,28,28,28,2021-02-20 22:20:34.072578
7723,PLD,27,27,28,28,2021-02-20 22:20:34.072578
7724,paldo,28,27,27,27,2021-02-20 22:20:34.072578
7725,Baruwa,26,27,27,27,2021-02-20 22:20:34.072578
7726,FreePBX,26,27,27,27,2021-02-20 22:20:34.072578
7727,Webconverger,26,26,26,28,2021-02-20 22:20:34.072578
7728,RSS,26,26,26,26,2021-02-20 22:20:34.072578
7729,SELKS,26,26,26,27,2021-02-20 22:20:34.072578
7730,OB2D,25,24,24,26,2021-02-20 22:20:34.072578
7731,OSGeoLive,25,25,25,26,2021-02-20 22:20:34.072578
7732,DRBL,24,24,24,25,2021-02-20 22:20:34.072578
7733,Omoikane,24,24,24,24,2021-02-20 22:20:34.072578
7734,Alma,0,0,0,1,2021-02-20 22:20:34.072578
7735,MX Linux,3713,3422,3444,3561,2021-02-20 21:50:09.726371
7736,Manjaro,2611,2419,2507,2475,2021-02-20 21:50:09.726371
7737,Mint,2342,2120,2341,2165,2021-02-20 21:50:09.726371
7738,Pop!_OS,1664,2097,2133,2038,2021-02-20 21:50:09.726371
7739,Ubuntu,1567,1382,1357,1508,2021-02-20 21:50:09.726371
7740,EndeavourOS,925,1188,1444,1742,2021-02-20 21:50:09.726371
7741,Debian,1375,1275,1352,1391,2021-02-20 21:50:09.726371
7742,elementary,1277,1148,1189,1258,2021-02-20 21:50:09.726371
7743,Fedora,1017,984,922,963,2021-02-20 21:50:09.726371
7744,Solus,978,810,830,1036,2021-02-20 21:50:09.726371
7745,openSUSE,775,769,845,808,2021-02-20 21:50:09.726371
7746,KDE neon,862,770,743,746,2021-02-20 21:50:09.726371
7747,Zorin,836,680,599,612,2021-02-20 21:50:09.726371
7748,PCLinuxOS,539,488,509,752,2021-02-20 21:50:09.726371
7749,deepin,782,685,635,544,2021-02-20 21:50:09.726371
7750,Ubuntu Kylin,737,693,646,384,2021-02-20 21:50:09.726371
7751,Garuda,291,580,649,712,2021-02-20 21:50:09.726371
7752,Arch,681,630,624,635,2021-02-20 21:50:09.726371
7753,Linuxfx,525,633,583,581,2021-02-20 21:50:09.726371
7754,antiX,643,562,541,525,2021-02-20 21:50:09.726371
7755,Puppy,535,574,602,563,2021-02-20 21:50:09.726371
7756,Mageia,392,431,530,596,2021-02-20 21:50:09.726371
7757,CentOS,575,513,500,440,2021-02-20 21:50:09.726371
7758,ArcoLinux,530,472,458,414,2021-02-20 21:50:09.726371
7759,Slackware,345,344,389,503,2021-02-20 21:50:09.726371
7760,Kali,495,461,450,449,2021-02-20 21:50:09.726371
7761,Q4OS,375,409,502,440,2021-02-20 21:50:09.726371
7762,FreeBSD,415,431,394,489,2021-02-20 21:50:09.726371
7763,Lite,437,406,345,344,2021-02-20 21:50:09.726371
7764,Alpine,310,327,414,483,2021-02-20 21:50:09.726371
7765,SparkyLinux,398,355,320,355,2021-02-20 21:50:09.726371
7766,Devuan,312,277,311,442,2021-02-20 21:50:09.726371
7767,Lubuntu,385,343,330,354,2021-02-20 21:50:09.726371
7768,EasyOS,380,359,384,210,2021-02-20 21:50:09.726371
7769,Peppermint,375,333,326,329,2021-02-20 21:50:09.726371
7770,Tails,355,338,338,396,2021-02-20 21:50:09.726371
