,name,12_months,6_months,3_months,1_month,date
2214,Rocky,103,207,416,551,2021-07-12 10:30:28.213348
2215,Linuxfx,528,378,279,235,2021-07-12 10:30:28.213348
2216,Puppy,508,489,419,380,2021-07-12 10:30:28.213348
2217,PCLinuxOS,450,453,368,446,2021-07-12 10:30:28.213348
2218,Mageia,433,456,355,318,2021-07-12 10:30:28.213348
2219,Ubuntu Kylin,508,257,144,102,2021-07-12 10:30:28.213348
2220,Slackware,364,418,411,356,2021-07-12 10:30:28.213348
2221,Q4OS,366,371,341,414,2021-07-12 10:30:28.213348
2222,CentOS,459,398,381,318,2021-07-12 10:30:28.213348
2223,FreeBSD,423,448,363,302,2021-07-12 10:30:28.213348
2224,Kali,451,437,396,348,2021-07-12 10:30:28.213348
2225,Android-x86,235,245,247,381,2021-07-12 10:30:28.213348
2226,ArcoLinux,427,397,357,365,2021-07-12 10:30:28.213348
2227,Lite,393,381,307,279,2021-07-12 10:30:28.213348
2228,RebornOS,229,279,355,259,2021-07-12 10:30:28.213348
2229,Alpine,313,376,294,293,2021-07-12 10:30:28.213348
2230,KaOS,251,251,250,316,2021-07-12 10:30:28.213348
2231,Lubuntu,337,331,323,252,2021-07-12 10:30:28.213348
2232,SparkyLinux,342,326,290,310,2021-07-12 10:30:28.213348
2233,Kubuntu,301,310,309,257,2021-07-12 10:30:28.213348
2234,Tails,318,317,298,258,2021-07-12 10:30:28.213348
2235,AlmaLinux,126,253,306,206,2021-07-12 10:30:28.213348
2236,EasyOS,314,240,284,190,2021-07-12 10:30:28.213348
2237,Devuan,277,309,284,243,2021-07-12 10:30:28.213348
2238,Gecko,290,276,295,216,2021-07-12 10:30:28.213348
2239,Peppermint,307,282,253,236,2021-07-12 10:30:28.213348
2240,Void,275,294,240,196,2021-07-12 10:30:28.213348
2241,Xubuntu,290,284,266,203,2021-07-12 10:30:28.213348
2242,Bodhi,213,235,290,191,2021-07-12 10:30:28.213348
2243,Emmabuntüs,167,169,156,253,2021-07-12 10:30:28.213348
2244,Bluestar,264,266,251,206,2021-07-12 10:30:28.213348
2245,Parrot,268,250,197,181,2021-07-12 10:30:28.213348
2246,Artix,245,261,253,198,2021-07-12 10:30:28.213348
2247,Mabox,123,247,275,155,2021-07-12 10:30:28.213348
2248,VzLinux,45,91,184,225,2021-07-12 10:30:28.213348
2249,Redcore,107,164,159,223,2021-07-12 10:30:28.213348
2250,Kodachi,204,214,173,221,2021-07-12 10:30:28.213348
2251,Proxmox,86,109,148,221,2021-07-12 10:30:28.213348
2252,GhostBSD,240,250,220,143,2021-07-12 10:30:28.213348
2253,Ubuntu MATE,240,225,213,172,2021-07-12 10:30:28.213348
2254,MakuluLinux,169,205,208,209,2021-07-12 10:30:28.213348
2255,PureOS,234,241,227,195,2021-07-12 10:30:28.213348
2256,NixOS,222,214,242,197,2021-07-12 10:30:28.213348
2257,Gentoo,231,225,206,193,2021-07-12 10:30:28.213348
2258,Porteus,106,95,110,199,2021-07-12 10:30:28.213348
2259,Nitrux,197,201,221,177,2021-07-12 10:30:28.213348
2260,Endless,220,179,137,167,2021-07-12 10:30:28.213348
2261,AV Linux,175,179,219,191,2021-07-12 10:30:28.213348
2262,ReactOS,208,184,170,160,2021-07-12 10:30:28.213348
2263,Absolute,187,186,166,195,2021-07-12 10:30:28.213348
2264,4MLinux,199,175,137,86,2021-07-12 10:30:28.213348
2265,NomadBSD,169,209,180,98,2021-07-12 10:30:28.213348
2266,ALT,177,176,207,119,2021-07-12 10:30:28.213348
2267,Voyager,195,175,152,101,2021-07-12 10:30:28.213348
2268,DragonFly,156,171,203,115,2021-07-12 10:30:28.213348
2269,Red Hat,190,190,175,139,2021-07-12 10:30:28.213348
2270,T2,96,119,202,131,2021-07-12 10:30:28.213348
2271,Ultimate,189,172,147,103,2021-07-12 10:30:28.213348
2272,Qubes,181,200,139,144,2021-07-12 10:30:28.213348
2273,Feren,188,167,150,132,2021-07-12 10:30:28.213348
2274,KNOPPIX,187,195,157,145,2021-07-12 10:30:28.213348
2275,JingOS,80,160,193,178,2021-07-12 10:30:28.213348
2276,Robolinux,119,108,131,177,2021-07-12 10:30:28.213348
2277,Archman,185,132,112,92,2021-07-12 10:30:28.213348
2278,SME Server,48,70,73,172,2021-07-12 10:30:28.213348
2279,RasPiOS,183,180,145,108,2021-07-12 10:30:28.213348
2280,Tiny Core,164,178,131,120,2021-07-12 10:30:28.213348
2281,OpenBSD,157,153,161,122,2021-07-12 10:30:28.213348
2282,SUSE,83,82,98,160,2021-07-12 10:30:28.213348
2283,BunsenLabs,175,131,117,109,2021-07-12 10:30:28.213348
2284,Netrunner,154,177,111,107,2021-07-12 10:30:28.213348
2285,OpenMandriva,172,177,157,94,2021-07-12 10:30:28.213348
2286,Ubuntu Studio,161,165,159,108,2021-07-12 10:30:28.213348
2287,ExTiX,131,125,138,147,2021-07-12 10:30:28.213348
2288,Septor,172,168,135,97,2021-07-12 10:30:28.213348
2289,Calculate,90,112,158,63,2021-07-12 10:30:28.213348
2290,openmamba,62,71,109,145,2021-07-12 10:30:28.213348
2291,ClearOS,163,150,136,123,2021-07-12 10:30:28.213348
2292,NST,38,45,63,137,2021-07-12 10:30:28.213348
2293,LXLE,161,156,144,135,2021-07-12 10:30:28.213348
2294,Oracle,138,141,150,97,2021-07-12 10:30:28.213348
2295,Ubuntu DP,161,130,114,110,2021-07-12 10:30:28.213348
2296,Lakka,78,99,148,48,2021-07-12 10:30:28.213348
2297,RDS,33,42,60,135,2021-07-12 10:30:28.213348
2298,LibreELEC,82,99,104,132,2021-07-12 10:30:28.213348
2299,OpenIndiana,89,96,146,38,2021-07-12 10:30:28.213348
2300,Trisquel,154,129,125,132,2021-07-12 10:30:28.213348
2301,Elive,145,139,144,74,2021-07-12 10:30:28.213348
2302,Ubuntu Budgie,153,144,136,105,2021-07-12 10:30:28.213348
2303,Berry,42,48,61,122,2021-07-12 10:30:28.213348
2304,ArchBang,152,116,106,93,2021-07-12 10:30:28.213348
2305,Haiku,149,138,129,119,2021-07-12 10:30:28.213348
2306,SteamOS,132,129,122,122,2021-07-12 10:30:28.213348
2307,Salient,46,93,139,90,2021-07-12 10:30:28.213348
2308,Clear,130,128,119,120,2021-07-12 10:30:28.213348
2309,Snal,101,121,105,120,2021-07-12 10:30:28.213348
2310,BlackArch,134,115,98,61,2021-07-12 10:30:28.213348
2311,SystemRescue,123,136,131,79,2021-07-12 10:30:28.213348
2312,Sabayon,132,128,122,117,2021-07-12 10:30:28.213348
2313,CloudReady,115,131,122,87,2021-07-12 10:30:28.213348
2314,SmartOS,131,128,120,103,2021-07-12 10:30:28.213348
2315,Venom,56,112,132,82,2021-07-12 10:30:28.213348
2316,ROSA,128,124,114,114,2021-07-12 10:30:28.213348
2317,Enso,126,73,35,34,2021-07-12 10:30:28.213348
2318,Redo,112,62,35,27,2021-07-12 10:30:28.213348
2319,UBports,111,100,95,38,2021-07-12 10:30:28.213348
2320,EasyNAS,51,60,77,102,2021-07-12 10:30:28.213348
2321,Volumio,105,70,42,24,2021-07-12 10:30:28.213348
2322,Debian Edu,76,72,60,100,2021-07-12 10:30:28.213348
2323,OpenMediaVault,57,54,59,99,2021-07-12 10:30:28.213348
2324,ArchLabs,101,75,77,47,2021-07-12 10:30:28.213348
2325,FuguIta,69,77,113,62,2021-07-12 10:30:28.213348
2326,Parted Magic,101,82,63,40,2021-07-12 10:30:28.213348
2327,siduction,59,105,56,53,2021-07-12 10:30:28.213348
2328,GParted,98,103,95,44,2021-07-12 10:30:28.213348
2329,Guix System,87,82,112,43,2021-07-12 10:30:28.213348
2330,MidnightBSD,96,69,44,38,2021-07-12 10:30:28.213348
2331,IPFire,85,71,67,93,2021-07-12 10:30:28.213348
2332,OSGeoLive,45,65,106,23,2021-07-12 10:30:28.213348
2333,Univention,89,72,84,25,2021-07-12 10:30:28.213348
2334,CRUX,88,64,68,41,2021-07-12 10:30:28.213348
2335,Live Raizo,75,89,61,24,2021-07-12 10:30:28.213348
2336,Bedrock,46,49,54,81,2021-07-12 10:30:28.213348
2337,Rescuezilla,80,66,88,61,2021-07-12 10:30:28.213348
2338,PakOS,32,54,67,65,2021-07-12 10:30:28.213348
2339,Obarun,82,46,44,41,2021-07-12 10:30:28.213348
2340,Clonezilla,73,76,71,51,2021-07-12 10:30:28.213348
2341,NetBSD,70,70,84,46,2021-07-12 10:30:28.213348
2342,Finnix,76,75,33,30,2021-07-12 10:30:28.213348
2343,Pisi,47,59,82,33,2021-07-12 10:30:28.213348
2344,Shark,30,42,82,26,2021-07-12 10:30:28.213348
2345,Plamo,43,55,79,29,2021-07-12 10:30:28.213348
2346,Funtoo,60,61,57,56,2021-07-12 10:30:28.213348
2347,Parabola,62,62,59,55,2021-07-12 10:30:28.213348
2348,LFS,76,68,45,43,2021-07-12 10:30:28.213348
2349,Slax,65,64,59,53,2021-07-12 10:30:28.213348
2350,EuroLinux,73,57,73,33,2021-07-12 10:30:28.213348
2351,SliTaz,72,68,61,53,2021-07-12 10:30:28.213348
2352,Zenwalk,75,53,49,44,2021-07-12 10:30:28.213348
2353,Swift,67,53,73,25,2021-07-12 10:30:28.213348
2354,TrueNAS,52,52,48,50,2021-07-12 10:30:28.213348
2355,Slackel,73,50,41,39,2021-07-12 10:30:28.213348
2356,Regata,22,44,71,35,2021-07-12 10:30:28.213348
2357,Whonix,73,59,53,50,2021-07-12 10:30:28.213348
2358,AcademiX,48,56,70,33,2021-07-12 10:30:28.213348
2359,BackBox,60,58,52,49,2021-07-12 10:30:28.213348
2360,Freespire,41,50,69,27,2021-07-12 10:30:28.213348
2361,KolibriOS,59,59,54,49,2021-07-12 10:30:28.213348
2362,OPNsense,61,65,37,32,2021-07-12 10:30:28.213348
2363,OviOS,52,48,67,27,2021-07-12 10:30:28.213348
2364,Simplicity,66,35,32,29,2021-07-12 10:30:28.213348
2365,CAELinux,64,35,31,28,2021-07-12 10:30:28.213348
2366,XigmaNAS,50,64,38,35,2021-07-12 10:30:28.213348
2367,Diamond,31,62,29,28,2021-07-12 10:30:28.213348
2368,Neptune,60,47,43,43,2021-07-12 10:30:28.213348
2369,LinuxConsole,47,47,44,42,2021-07-12 10:30:28.213348
2370,Star,52,62,41,35,2021-07-12 10:30:28.213348
2371,Scientific,44,50,46,42,2021-07-12 10:30:28.213348
2372,Kwort,60,32,25,23,2021-07-12 10:30:28.213348
2373,pfSense,52,61,39,34,2021-07-12 10:30:28.213348
2374,Hyperbola,46,46,44,41,2021-07-12 10:30:28.213348
2375,RISC,59,37,34,30,2021-07-12 10:30:28.213348
2376,3CX,47,46,42,39,2021-07-12 10:30:28.213348
2377,ArchStrike,44,43,40,39,2021-07-12 10:30:28.213348
2378,Pardus,58,58,40,37,2021-07-12 10:30:28.213348
2379,Runtu,56,39,35,30,2021-07-12 10:30:28.213348
2380,Zentyal,46,58,31,29,2021-07-12 10:30:28.213348
2381,Trident,56,40,36,33,2021-07-12 10:30:28.213348
2382,Solaris,48,47,44,38,2021-07-12 10:30:28.213348
2383,SolydXK,51,43,41,38,2021-07-12 10:30:28.213348
2384,APODIO,53,40,36,33,2021-07-12 10:30:28.213348
2385,Bicom,39,38,48,24,2021-07-12 10:30:28.213348
2386,GoboLinux,53,36,33,31,2021-07-12 10:30:28.213348
2387,PrimTux,53,43,25,22,2021-07-12 10:30:28.213348
2388,Pinguy,44,44,41,37,2021-07-12 10:30:28.213348
2389,KANOTIX,41,40,38,35,2021-07-12 10:30:28.213348
2390,BigLinux,39,38,36,34,2021-07-12 10:30:28.213348
2391,CAINE,40,40,37,34,2021-07-12 10:30:28.213348
2392,batocera,51,41,38,33,2021-07-12 10:30:28.213348
2393,Vine,38,41,43,32,2021-07-12 10:30:28.213348
2394,Exe,42,39,36,34,2021-07-12 10:30:28.213348
2395,Linspire,49,37,34,31,2021-07-12 10:30:28.213348
2396,Exherbo,38,37,35,34,2021-07-12 10:30:28.213348
2397,Porteus Kiosk,49,48,26,25,2021-07-12 10:30:28.213348
2398,Pearl,39,39,37,34,2021-07-12 10:30:28.213348
2399,Wifislax,42,40,37,34,2021-07-12 10:30:28.213348
2400,RebeccaBlackOS,33,33,32,33,2021-07-12 10:30:28.213348
2401,OSMC,46,28,25,23,2021-07-12 10:30:28.213348
2402,blackPanther,40,39,35,33,2021-07-12 10:30:28.213348
2403,Daphile,35,35,33,32,2021-07-12 10:30:28.213348
2404,BSDRP,45,30,27,24,2021-07-12 10:30:28.213348
2405,Dragora,36,37,35,32,2021-07-12 10:30:28.213348
2406,Ufficio Zero,37,37,35,32,2021-07-12 10:30:28.213348
2407,ClonOS,39,39,35,31,2021-07-12 10:30:28.213348
2408,Fatdog64,38,37,33,31,2021-07-12 10:30:28.213348
2409,HardenedBSD,39,38,34,31,2021-07-12 10:30:28.213348
2410,NethServer,42,28,26,23,2021-07-12 10:30:28.213348
2411,Pentoo,36,35,33,31,2021-07-12 10:30:28.213348
2412,Photon,33,34,33,31,2021-07-12 10:30:28.213348
2413,SuperX,35,34,33,31,2021-07-12 10:30:28.213348
2414,Asianux,32,32,31,30,2021-07-12 10:30:28.213348
2415,BOSS,35,34,32,30,2021-07-12 10:30:28.213348
2416,Endian,40,30,28,26,2021-07-12 10:30:28.213348
2417,Omarine,40,26,25,23,2021-07-12 10:30:28.213348
2418,RancherOS,39,35,32,30,2021-07-12 10:30:28.213348
2419,VyOS,36,36,34,30,2021-07-12 10:30:28.213348
2420,SuperGamer,37,35,32,30,2021-07-12 10:30:28.213348
2421,Karoshi,39,27,25,23,2021-07-12 10:30:28.213348
2422,Rescatux,33,33,31,29,2021-07-12 10:30:28.213348
2423,REMnux,39,26,24,24,2021-07-12 10:30:28.213348
2424,Source Mage,31,31,29,29,2021-07-12 10:30:28.213348
2425,Untangle,39,28,27,25,2021-07-12 10:30:28.213348
2426,Springdale,38,36,31,27,2021-07-12 10:30:28.213348
2427,DietPi,36,35,32,28,2021-07-12 10:30:28.213348
2428,LuninuX,33,32,30,28,2021-07-12 10:30:28.213348
2429,UBOS,32,32,30,28,2021-07-12 10:30:28.213348
2430,MLL,33,32,30,27,2021-07-12 10:30:28.213348
2431,Plop,32,31,29,27,2021-07-12 10:30:28.213348
2432,ForLEx,29,29,27,26,2021-07-12 10:30:28.213348
2433,LliureX,30,30,27,26,2021-07-12 10:30:28.213348
2434,Smoothwall,35,25,23,22,2021-07-12 10:30:28.213348
2435,Refracta,29,29,28,26,2021-07-12 10:30:28.213348
2436,tuxtrans,35,27,22,20,2021-07-12 10:30:28.213348
2437,Sophos,31,30,28,26,2021-07-12 10:30:28.213348
2438,BlueOnyx,30,29,27,25,2021-07-12 10:30:28.213348
2439,LinHES,28,27,25,25,2021-07-12 10:30:28.213348
2440,Thinstation,30,30,28,25,2021-07-12 10:30:28.213348
2441,FreedomBox,29,28,27,23,2021-07-12 10:30:28.213348
2442,Canaima,26,27,25,24,2021-07-12 10:30:28.213348
2443,Elastix,29,29,26,24,2021-07-12 10:30:28.213348
2444,Recalbox,30,29,27,24,2021-07-12 10:30:28.213348
2445,Rocks Cluster,29,29,27,24,2021-07-12 10:30:28.213348
2446,Greenie,28,27,25,24,2021-07-12 10:30:28.213348
2447,Grml,29,29,26,23,2021-07-12 10:30:28.213348
2448,HamoniKR,29,27,26,24,2021-07-12 10:30:28.213348
2449,Hanthana,28,27,25,24,2021-07-12 10:30:28.213348
2450,PLD,27,27,25,24,2021-07-12 10:30:28.213348
2451,NexentaStor,27,27,26,23,2021-07-12 10:30:28.213348
2452,Super Grub2,28,28,26,24,2021-07-12 10:30:28.213348
2453,Uruk,28,27,26,24,2021-07-12 10:30:28.213348
2454,paldo,27,26,26,23,2021-07-12 10:30:28.213348
2455,Baruwa,26,26,25,23,2021-07-12 10:30:28.213348
2456,KISS,28,18,8,14,2021-07-12 10:30:28.213348
2457,OLPC,26,26,24,23,2021-07-12 10:30:28.213348
2458,YunoHost,27,27,25,23,2021-07-12 10:30:28.213348
2459,Zevenet,27,27,25,23,2021-07-12 10:30:28.213348
2460,ToOpPy,27,26,25,22,2021-07-12 10:30:28.213348
2461,SELKS,26,26,25,23,2021-07-12 10:30:28.213348
2462,TurnKey,27,26,25,22,2021-07-12 10:30:28.213348
2463,FreePBX,26,25,24,22,2021-07-12 10:30:28.213348
2464,RSS,25,25,24,22,2021-07-12 10:30:28.213348
2465,Securepoint,26,25,24,22,2021-07-12 10:30:28.213348
2466,Webconverger,25,25,23,21,2021-07-12 10:30:28.213348
2467,Omoikane,24,24,22,21,2021-07-12 10:30:28.213348
2468,OB2D,23,23,22,20,2021-07-12 10:30:28.213348
2469,DRBL,23,22,21,20,2021-07-12 10:30:28.213348
2470,Kaisen,0,1,3,10,2021-07-12 10:30:28.213348
2471,MX Linux,3311,3226,2982,2678,2021-06-28 10:30:17.294466
2472,Manjaro,2358,2393,2213,2094,2021-06-28 10:30:17.294466
2473,Mint,2070,2107,1935,1955,2021-06-28 10:30:17.294466
2474,EndeavourOS,1393,1839,2051,2012,2021-06-28 10:30:17.294466
2475,Pop!_OS,1854,1800,1594,1489,2021-06-28 10:30:17.294466
2476,Ubuntu,1349,1334,1293,1063,2021-06-28 10:30:17.294466
2477,Debian,1244,1241,1155,1166,2021-06-28 10:30:17.294466
2478,Garuda,632,889,1056,1092,2021-06-28 10:30:17.294466
2479,elementary,1123,1128,1093,1066,2021-06-28 10:30:17.294466
2480,Fedora,983,1008,1040,832,2021-06-28 10:30:17.294466
2481,openSUSE,841,899,925,944,2021-06-28 10:30:17.294466
2482,KDE neon,757,740,693,702,2021-06-28 10:30:17.294466
2483,Solus,750,682,551,485,2021-06-28 10:30:17.294466
2484,Zorin,683,658,725,579,2021-06-28 10:30:17.294466
2485,deepin,640,622,615,628,2021-06-28 10:30:17.294466
2486,Rocky,91,182,366,607,2021-06-28 10:30:17.294466
2487,Arch,624,618,606,553,2021-06-28 10:30:17.294466
2488,antiX,556,557,577,561,2021-06-28 10:30:17.294466
2489,Linuxfx,541,406,295,252,2021-06-28 10:30:17.294466
2490,Puppy,509,530,426,383,2021-06-28 10:30:17.294466
2491,AlmaLinux,118,236,429,290,2021-06-28 10:30:17.294466
2492,Ubuntu Kylin,524,306,169,112,2021-06-28 10:30:17.294466
2493,Mageia,447,464,376,327,2021-06-28 10:30:17.294466
2494,Kali,454,442,402,482,2021-06-28 10:30:17.294466
2495,FreeBSD,424,451,405,301,2021-06-28 10:30:17.294466
2496,Slackware,363,417,410,340,2021-06-28 10:30:17.294466
2497,CentOS,468,409,393,473,2021-06-28 10:30:17.294466
2498,NixOS,222,214,240,393,2021-06-28 10:30:17.294466
2499,PCLinuxOS,446,439,332,326,2021-06-28 10:30:17.294466
2500,ALT,178,178,210,366,2021-06-28 10:30:17.294466
2501,Lite,397,385,388,277,2021-06-28 10:30:17.294466
2502,JingOS,74,149,280,363,2021-06-28 10:30:17.294466
2503,ArcoLinux,431,396,350,296,2021-06-28 10:30:17.294466
2504,Redcore,105,159,152,349,2021-06-28 10:30:17.294466
2505,RebornOS,221,297,352,348,2021-06-28 10:30:17.294466
2506,Alpine,311,377,313,292,2021-06-28 10:30:17.294466
2507,Void,287,319,302,331,2021-06-28 10:30:17.294466
2508,SparkyLinux,355,327,291,296,2021-06-28 10:30:17.294466
2509,Q4OS,353,354,309,323,2021-06-28 10:30:17.294466
2510,Lubuntu,339,334,344,247,2021-06-28 10:30:17.294466
2511,Gecko,286,282,298,330,2021-06-28 10:30:17.294466
2512,Kubuntu,302,312,329,250,2021-06-28 10:30:17.294466
2513,Tails,324,313,284,247,2021-06-28 10:30:17.294466
2514,EasyOS,319,254,292,263,2021-06-28 10:30:17.294466
2515,Android-x86,232,238,230,309,2021-06-28 10:30:17.294466
2516,Peppermint,311,288,259,237,2021-06-28 10:30:17.294466
2517,Devuan,278,309,287,242,2021-06-28 10:30:17.294466
2518,Xubuntu,292,289,283,196,2021-06-28 10:30:17.294466
2519,Bodhi,215,238,291,197,2021-06-28 10:30:17.294466
2520,Mabox,119,237,264,266,2021-06-28 10:30:17.294466
2521,Bluestar,270,267,253,207,2021-06-28 10:30:17.294466
2522,Parrot,269,254,267,185,2021-06-28 10:30:17.294466
2523,Artix,248,265,264,219,2021-06-28 10:30:17.294466
2524,MakuluLinux,162,190,179,251,2021-06-28 10:30:17.294466
2525,GhostBSD,241,252,225,139,2021-06-28 10:30:17.294466
2526,Ubuntu MATE,241,228,225,154,2021-06-28 10:30:17.294466
2527,PureOS,236,242,237,241,2021-06-28 10:30:17.294466
2528,KaOS,235,220,189,108,2021-06-28 10:30:17.294466
2529,Gentoo,232,228,212,191,2021-06-28 10:30:17.294466
2530,Endless,224,173,120,98,2021-06-28 10:30:17.294466
2531,Emmabuntüs,166,187,149,220,2021-06-28 10:30:17.294466
2532,AV Linux,175,181,223,219,2021-06-28 10:30:17.294466
2533,Nitrux,199,200,225,167,2021-06-28 10:30:17.294466
2534,Septor,171,211,142,209,2021-06-28 10:30:17.294466
2535,ReactOS,211,187,172,155,2021-06-28 10:30:17.294466
2536,4MLinux,204,197,169,155,2021-06-28 10:30:17.294466
2537,NomadBSD,183,209,182,100,2021-06-28 10:30:17.294466
2538,Rescuezilla,83,74,89,197,2021-06-28 10:30:17.294466
2539,Ultimate,196,176,153,106,2021-06-28 10:30:17.294466
2540,OpenMandriva,174,206,160,122,2021-06-28 10:30:17.294466
2541,Voyager,196,178,156,101,2021-06-28 10:30:17.294466
2542,Qubes,181,203,142,141,2021-06-28 10:30:17.294466
2543,DragonFly,157,172,208,113,2021-06-28 10:30:17.294466
2544,Absolute,184,179,152,193,2021-06-28 10:30:17.294466
2545,Kodachi,195,200,165,123,2021-06-28 10:30:17.294466
2546,Red Hat,191,192,203,146,2021-06-28 10:30:17.294466
2547,Feren,190,172,158,136,2021-06-28 10:30:17.294466
2548,KNOPPIX,188,198,161,144,2021-06-28 10:30:17.294466
2549,RasPiOS,184,184,154,183,2021-06-28 10:30:17.294466
2550,VzLinux,29,58,117,183,2021-06-28 10:30:17.294466
2551,Archman,187,137,115,94,2021-06-28 10:30:17.294466
2552,Snal,98,127,177,105,2021-06-28 10:30:17.294466
2553,SME Server,48,70,77,169,2021-06-28 10:30:17.294466
2554,Ubuntu Studio,161,166,174,104,2021-06-28 10:30:17.294466
2555,Lakka,80,100,148,161,2021-06-28 10:30:17.294466
2556,T2,88,103,170,61,2021-06-28 10:30:17.294466
2557,openmamba,53,53,72,155,2021-06-28 10:30:17.294466
2558,BunsenLabs,176,135,121,111,2021-06-28 10:30:17.294466
2559,Tiny Core,166,181,136,124,2021-06-28 10:30:17.294466
2560,OpenBSD,158,155,162,112,2021-06-28 10:30:17.294466
2561,Oracle,138,145,153,150,2021-06-28 10:30:17.294466
2562,Netrunner,155,180,114,107,2021-06-28 10:30:17.294466
2563,OviOS,52,48,67,149,2021-06-28 10:30:17.294466
2564,Calculate,93,112,158,68,2021-06-28 10:30:17.294466
2565,PakOS,30,54,66,143,2021-06-28 10:30:17.294466
2566,ClearOS,165,153,140,127,2021-06-28 10:30:17.294466
2567,LXLE,162,159,147,135,2021-06-28 10:30:17.294466
2568,SUSE,81,78,89,140,2021-06-28 10:30:17.294466
2569,Ubuntu DP,159,134,116,106,2021-06-28 10:30:17.294466
2570,Elive,148,162,146,82,2021-06-28 10:30:17.294466
2571,Salient,44,88,141,133,2021-06-28 10:30:17.294466
2572,NST,37,45,62,132,2021-06-28 10:30:17.294466
2573,ArchBang,155,130,112,111,2021-06-28 10:30:17.294466
2574,Venom,54,108,133,131,2021-06-28 10:30:17.294466
2575,Trisquel,155,130,126,130,2021-06-28 10:30:17.294466
2576,OpenIndiana,89,97,147,38,2021-06-28 10:30:17.294466
2577,Ubuntu Budgie,154,145,146,102,2021-06-28 10:30:17.294466
2578,FuguIta,69,78,113,127,2021-06-28 10:30:17.294466
2579,Haiku,150,141,131,116,2021-06-28 10:30:17.294466
2580,Proxmox,77,91,142,109,2021-06-28 10:30:17.294466
2581,BlackArch,136,120,109,87,2021-06-28 10:30:17.294466
2582,Sabayon,133,130,125,122,2021-06-28 10:30:17.294466
2583,ExTiX,125,136,114,68,2021-06-28 10:30:17.294466
2584,Clonezilla,78,77,72,118,2021-06-28 10:30:17.294466
2585,SteamOS,132,130,121,114,2021-06-28 10:30:17.294466
2586,Clear,131,129,117,112,2021-06-28 10:30:17.294466
2587,SystemRescue,126,135,134,83,2021-06-28 10:30:17.294466
2588,ROSA,130,129,118,116,2021-06-28 10:30:17.294466
2589,SmartOS,131,130,122,99,2021-06-28 10:30:17.294466
2590,CloudReady,119,128,134,95,2021-06-28 10:30:17.294466
2591,Enso,126,79,47,33,2021-06-28 10:30:17.294466
2592,Robolinux,116,94,95,65,2021-06-28 10:30:17.294466
2593,Redo,114,67,44,30,2021-06-28 10:30:17.294466
2594,UBports,112,106,104,62,2021-06-28 10:30:17.294466
2595,GParted,109,115,96,45,2021-06-28 10:30:17.294466
2596,Volumio,107,78,52,25,2021-06-28 10:30:17.294466
2597,ArchLabs,103,78,79,50,2021-06-28 10:30:17.294466
2598,Parted Magic,101,99,65,41,2021-06-28 10:30:17.294466
2599,siduction,58,102,58,50,2021-06-28 10:30:17.294466
2600,Zenwalk,97,58,50,43,2021-06-28 10:30:17.294466
2601,Debian Edu,76,72,71,99,2021-06-28 10:30:17.294466
2602,MidnightBSD,96,70,46,38,2021-06-28 10:30:17.294466
2603,Guix System,87,83,113,44,2021-06-28 10:30:17.294466
2604,Porteus,95,73,67,59,2021-06-28 10:30:17.294466
2605,OpenMediaVault,57,55,60,96,2021-06-28 10:30:17.294466
2606,Obarun,92,53,46,42,2021-06-28 10:30:17.294466
2607,Live Raizo,82,93,70,73,2021-06-28 10:30:17.294466
2608,OSGeoLive,45,65,106,72,2021-06-28 10:30:17.294466
2609,CRUX,89,66,69,42,2021-06-28 10:30:17.294466
2610,LibreELEC,75,85,76,41,2021-06-28 10:30:17.294466
2611,Univention,89,75,88,51,2021-06-28 10:30:17.294466
2612,NuTyX,88,61,38,34,2021-06-28 10:30:17.294466
2613,Slackel,85,81,42,38,2021-06-28 10:30:17.294466
2614,IPFire,85,71,66,76,2021-06-28 10:30:17.294466
2615,NetBSD,70,71,85,45,2021-06-28 10:30:17.294466
2616,Pisi,47,59,83,33,2021-06-28 10:30:17.294466
2617,Star,53,62,82,38,2021-06-28 10:30:17.294466
2618,Plamo,43,55,79,29,2021-06-28 10:30:17.294466
2619,EuroLinux,73,58,75,64,2021-06-28 10:30:17.294466
2620,Finnix,77,76,34,32,2021-06-28 10:30:17.294466
2621,Shark,30,40,79,27,2021-06-28 10:30:17.294466
2622,Anarchy,70,68,64,61,2021-06-28 10:30:17.294466
2623,Neptune,77,48,44,42,2021-06-28 10:30:17.294466
2624,Swift,67,54,74,25,2021-06-28 10:30:17.294466
2625,Parabola,63,62,61,57,2021-06-28 10:30:17.294466
2626,AcademiX,48,56,72,34,2021-06-28 10:30:17.294466
2627,SliTaz,73,70,63,57,2021-06-28 10:30:17.294466
2628,Funtoo,60,61,59,56,2021-06-28 10:30:17.294466
2629,LFS,76,69,46,39,2021-06-28 10:30:17.294466
2630,Regata,21,41,72,36,2021-06-28 10:30:17.294466
2631,Slax,65,65,62,55,2021-06-28 10:30:17.294466
2632,BackBox,61,58,53,49,2021-06-28 10:30:17.294466
2633,Whonix,73,60,54,47,2021-06-28 10:30:17.294466
2634,Freespire,41,50,69,27,2021-06-28 10:30:17.294466
2635,KolibriOS,59,60,56,49,2021-06-28 10:30:17.294466
2636,TrueNAS,52,56,49,48,2021-06-28 10:30:17.294466
2637,OPNsense,61,65,38,32,2021-06-28 10:30:17.294466
2638,Simplicity,70,35,33,30,2021-06-28 10:30:17.294466
